title,price,house_area,land_area,location,date_posted
"Дом 44,6 м² на участке 1 сот.",3 650 000 ₽,"44,6 м²",1 сот.,"пгт. РешетниковоЛенинградское шоссе, 83 км",4 августа 20:06
Дом 137 м² на участке 12 сот.,13 000 000 ₽,137 м²,12 сот.,"ЛуховицыНоворязанское шоссе, 108 км",17 июля 2024
"Дом 100 м² на участке 12,7 сот.",4 800 000 ₽,100 м²,"12,7 сот.","СНТ Марьинка-2Каширское шоссе, 53 км",7 дней назад
"Дом 72 м² на участке 8,2 сот.",2 990 000 ₽,72 м²,"8,2 сот.","СНТ Мичуринский ТруженикНосовихинское шоссе, 25 км",30 мая 14:55
"Дача 45 м² на участке 7,4 сот.",1 600 000 ₽,45 м²,"7,4 сот.","СТСН Химик-3АНоворязанское шоссе, 74 км",3 июня 19:37
"Коттедж 99 м² на участке 6,8 сот.",8 000 000 ₽,99 м²,"6,8 сот.","д. СлепушкиноСимферопольское шоссе, 43 км",3 дня назад
Дом 70 м² на участке 5 сот.,5 590 000 ₽,70 м²,5 сот.,"д. ЗверковоДмитровское шоссе, 53 км",7 дней назад
Дом 95 м² на участке 5 сот.,10 600 000 ₽,95 м²,5 сот.,"СНТСН ПодольеКалужское шоссе, 20 км",3 августа 18:53
Дом 110 м² на участке 6 сот.,5 500 000 ₽,110 м²,6 сот.,"д. ЕрмоловоСимферопольское шоссе, 54 км",23 ноября 2024
Дом 165 м² на участке 6 сот.,15 000 000 ₽,165 м²,6 сот.,"д. ИсаковоВолоколамское шоссе, 15 км",18 июля 09:41
"Дача 57 м² на участке 7,4 сот.",1 800 000 ₽,57 м²,"7,4 сот.","СНТ ПлужковоСимферопольское шоссе, 46 км",6 августа 11:40
Дом 120 м² на участке 10 сот.,11 900 000 ₽,120 м²,10 сот.,"СолнечногорскПятницкое шоссе, 47 км",27 июня 2024
Дом 141 м² на участке 8 сот.,14 300 000 ₽,141 м²,8 сот.,"ЯхромаДмитровское шоссе, 45 км",17 июля 18:06
Коттедж 145 м² на участке 5 сот.,14 790 000 ₽,145 м²,5 сот.,"ДомодедовоНовокаширское шоссе, 22 км",3 дня назад
Дом 137 м² на участке 6 сот.,7 400 000 ₽,137 м²,6 сот.,"садовое товарищество ИскровецЛенинградское шоссе, 25 км",25 марта 14:57
"Дом 80 м² на участке 3,5 сот.",8 999 000 ₽,80 м²,"3,5 сот.","ПодольскВаршавское шоссе, 19 км",7 дней назад
Дом 90 м² на участке 12 сот.,5 250 000 ₽,90 м²,12 сот.,"с. НовопетровскоеВолоколамское шоссе, 59 км",24 июля 20:48
Дом 150 м² на участке 6 сот.,12 900 000 ₽,150 м²,6 сот.,"с. Растуново, КП РастуновоНовокаширское шоссе, 36 км",3 недели назад
"Дом 95 м² на участке 5,7 сот.",3 145 000 ₽,95 м²,"5,7 сот.","с. СтремиловоВаршавское шоссе, 55 км",2 недели назад
Дача 115 м² на участке 7 сот.,4 900 000 ₽,115 м²,7 сот.,"Электрогорск, садовое товарищество ЖелезнодорожникГорьковское шоссе, 59 км",21 октября 2024
Дом 66 м² на участке 10 сот.,4 200 000 ₽,66 м²,10 сот.,"с. Федосьино, коттеджный пос. Прибрежный паркНоворязанское шоссе, 70 км",3 недели назад
"Дом 136,8 м² на участке 7,5 сот.",11 400 000 ₽,"136,8 м²","7,5 сот.","ДомодедовоНовокаширское шоссе, 17 км",19 августа 2024
Дом 42 м² на участке 6 сот.,1 000 000 ₽,42 м²,6 сот.,"с. КонстантиновскоеНовокаширское шоссе, 50 км",31 октября 2023
"Дом 130 м² на участке 5,5 сот.",9 800 000 ₽,130 м²,"5,5 сот.","Домодедово, КП Новое СудаковоНовокаширское шоссе, 24 км",6 часов назад
Дом 60 м² на участке 6 сот.,1 200 000 ₽,60 м²,6 сот.,"СНТ ВосходЕгорьевское шоссе, 69 км",7 августа 07:30
Дача 105 м² на участке 6 сот.,1 200 000 ₽,105 м²,6 сот.,"садовое товарищество ЗемлянеДмитровское шоссе, 85 км",7 августа 19:25
Коттедж 175 м² на участке 12 сот.,19 900 000 ₽,175 м²,12 сот.,"СолнечногорскРогачёвское шоссе, 49 км",22 июля 19:04
Дом 110 м² на участке 10 сот.,8 650 000 ₽,110 м²,10 сот.,"садовое товарищество Культура-1Ярославское шоссе, 60 км",20 января 2024
Дом 108 м² на участке 5 сот.,6 990 000 ₽,108 м²,5 сот.,"д. АлексиноВолоколамское шоссе, 27 км",3 часа назад
Дача 35 м² на участке 5 сот.,3 300 000 ₽,35 м²,5 сот.,"пос. Подольской машинно-испытательной станцииСимферопольское шоссе, 26 км",30 августа 2024
Дача 76 м² на участке 8 сот.,1 650 000 ₽,76 м²,8 сот.,"д. ПотаповскоеЕгорьевское шоссе, 68 км",6 июля 2020
Дом 75 м² на участке 6 сот.,3 000 000 ₽,75 м²,6 сот.,"КП Большое ТатариновоНовокаширское шоссе, 46 км",3 дня назад
Дом 80 м² на участке 6 сот.,1 700 000 ₽,80 м²,6 сот.,"садовое товарищество Лесные ДалиМинское шоссе, 107 км",7 дней назад
"Дом 170 м² на участке 10,5 сот.",13 450 000 ₽,170 м²,"10,5 сот.","КП Новая ЕвропаРязанское шоссе, 25 км",7 июля 09:28
Дом 47 м² на участке 3 сот.,7 900 000 ₽,47 м²,3 сот.,"КП Левково-2Ярославское шоссе, 20 км",3 недели назад
"Дом 253,6 м² на участке 8 сот.",23 500 000 ₽,"253,6 м²",8 сот.,"коттеджный пос. Берег ПесочнойВолоколамское шоссе, 31 км",6 июля 14:30
"Дом 97 м² на участке 13,8 сот.",8 600 000 ₽,97 м²,"13,8 сот.","коттеджный пос. Грин лаунджПятницкое шоссе, 46 км",22 апреля 16:33
Дом 129 м² на участке 10 сот.,13 400 000 ₽,129 м²,10 сот.,"ЯхромаДмитровское шоссе, 43 км",2 июня 17:17
Дом 90 м² на участке 9 сот.,3 000 000 ₽,90 м²,9 сот.,"СНТ ЗагорьеЯрославское шоссе, 64 км",22 мая 19:33
Дом 170 м² на участке 15 сот.,15 990 000 ₽,170 м²,15 сот.,"СолнечногорскРогачёвское шоссе, 49 км",15 августа 2023
"Коттедж 125 м² на участке 6,5 сот.",13 000 000 ₽,125 м²,"6,5 сот.","д. ПротасовоФряновское шоссе, 35 км",13 июля 09:00
Дом 85 м² на участке 5 сот.,3 745 000 ₽,85 м²,5 сот.,"с. СемёновскоеРогачёвское шоссе, 53 км",28 ноября 2024
"Дача 52,6 м² на участке 7,5 сот.",1 850 000 ₽,"52,6 м²","7,5 сот.","СНТ НадеждаМинское шоссе, 70 км",6 апреля 16:22
"Дом 115,5 м² на участке 11 сот.",5 100 000 ₽,"115,5 м²",11 сот.,"СНТ КолычевоСимферопольское шоссе, 61 км",3 июня 10:30
"Дом 44,6 м² на участке 1 сот.",3 650 000 ₽,"44,6 м²",1 сот.,"пгт. РешетниковоЛенинградское шоссе, 83 км",4 августа 20:06
Дом 137 м² на участке 12 сот.,13 000 000 ₽,137 м²,12 сот.,"ЛуховицыНоворязанское шоссе, 108 км",17 июля 2024
"Дом 100 м² на участке 12,7 сот.",4 800 000 ₽,100 м²,"12,7 сот.","СНТ Марьинка-2Каширское шоссе, 53 км",7 дней назад
"Дом 72 м² на участке 8,2 сот.",2 990 000 ₽,72 м²,"8,2 сот.","СНТ Мичуринский ТруженикНосовихинское шоссе, 25 км",30 мая 14:55
"Дача 45 м² на участке 7,4 сот.",1 600 000 ₽,45 м²,"7,4 сот.","СТСН Химик-3АНоворязанское шоссе, 74 км",3 июня 19:37
"Коттедж 99 м² на участке 6,8 сот.",8 000 000 ₽,99 м²,"6,8 сот.","д. СлепушкиноСимферопольское шоссе, 43 км",3 дня назад
Дом 70 м² на участке 5 сот.,5 590 000 ₽,70 м²,5 сот.,"д. ЗверковоДмитровское шоссе, 53 км",7 дней назад
Дом 95 м² на участке 5 сот.,10 600 000 ₽,95 м²,5 сот.,"СНТСН ПодольеКалужское шоссе, 20 км",3 августа 18:53
Дом 110 м² на участке 6 сот.,5 500 000 ₽,110 м²,6 сот.,"д. ЕрмоловоСимферопольское шоссе, 54 км",23 ноября 2024
Дача 115 м² на участке 7 сот.,4 900 000 ₽,115 м²,7 сот.,"Электрогорск, садовое товарищество ЖелезнодорожникГорьковское шоссе, 59 км",21 октября 2024
"Дача 57 м² на участке 7,4 сот.",1 800 000 ₽,57 м²,"7,4 сот.","СНТ ПлужковоСимферопольское шоссе, 46 км",6 августа 11:40
Дом 120 м² на участке 10 сот.,11 900 000 ₽,120 м²,10 сот.,"СолнечногорскПятницкое шоссе, 47 км",27 июня 2024
Дом 141 м² на участке 8 сот.,14 300 000 ₽,141 м²,8 сот.,"ЯхромаДмитровское шоссе, 45 км",17 июля 18:06
Коттедж 145 м² на участке 5 сот.,14 790 000 ₽,145 м²,5 сот.,"ДомодедовоНовокаширское шоссе, 22 км",3 дня назад
"Дом 80 м² на участке 3,5 сот.",8 999 000 ₽,80 м²,"3,5 сот.","ПодольскВаршавское шоссе, 19 км",7 дней назад
Дом 90 м² на участке 12 сот.,5 250 000 ₽,90 м²,12 сот.,"с. НовопетровскоеВолоколамское шоссе, 59 км",24 июля 20:48
Дом 150 м² на участке 6 сот.,12 900 000 ₽,150 м²,6 сот.,"с. Растуново, КП РастуновоНовокаширское шоссе, 36 км",3 недели назад
"Дом 111 м² на участке 11,2 сот.",4 600 000 ₽,111 м²,"11,2 сот.","пгт. ВербилкиДмитровское шоссе, 69 км",3 дня назад
"Дом 95 м² на участке 5,7 сот.",3 145 000 ₽,95 м²,"5,7 сот.","с. СтремиловоВаршавское шоссе, 55 км",2 недели назад
Дом 66 м² на участке 10 сот.,4 200 000 ₽,66 м²,10 сот.,"с. Федосьино, коттеджный пос. Прибрежный паркНоворязанское шоссе, 70 км",3 недели назад
